NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
4481,59761 LOGAN STREET,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,
4481,59765 LOGAN STREET,,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,,5BOILER
4486,,1820 AUTUMN AVENUE,11208,PINK,PINK,,5GARAGE
4486,,12628 LINDEN BOULEVARD,11208,PINK,PINK,5,
4486,,12630 LINDEN BOULEVARD,11208,PINK,PINK,,5MAIN STOREROOM
4486,,12632 LINDEN BOULEVARD,11208,PINK,PINK,,5DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
4486,,11209 LORING AVENUE,11208,PINK,PINK,5,
4486,,11211 LORING AVENUE,11208,PINK,PINK,5,
4488,,12700 LINDEN BOULEVARD,11208,PINK,PINK,,5DAY CARE CENTER
4488,,12702 LINDEN BOULEVARD,11208,PINK,PINK,,5COMMUNITY CENTER/ SENIOR
,,,,,,,CENTER/ COMMUNITY OPERATIONS
,,,,,,,SPACE
4488,,12676 LINDEN BOULEVARD,11208,PINK,PINK,,5NYCHA PAINT SHOP/ CONTRACTOR
,,,,,,,PAINT SHOP/ EXTERMINATOR SHOP
4488,,12678 LINDEN BOULEVARD,11208,PINK,PINK,5,
4488,,12724 LINDEN BOULEVARD,11208,PINK,PINK,,5ROOFTOP LEASE LOCATION/
,,,,,,,BRICKLAYERS SHOP
4488,,12726 LINDEN BOULEVARD,11208,PINK,PINK,,5ROOFTOP LEASE LOCATION
4488,,11259 LORING AVENUE,11208,PINK,PINK,,5LAUNDRY ROOM/ PLUMBERS SHOP
4488,,11305 LORING AVENUE,11208,PINK,PINK,,5PLASTERERS SHOP
4488,,11307 LORING AVENUE,11208,PINK,PINK,,5ROOFTOP LEASE LOCATION
4488,,11257 LORING AVENUE,11208,PINK,PINK,,5BOILER/ CARPENTERS SHOP
4508,,11210 LORING AVENUE,11208,PINK,PINK,5,
4508,,11212 LORING AVENUE,11208,PINK,PINK,5,
4508,,11165 STANLEY AVENUE,11208,PINK,PINK,5,
4508,,11167 STANLEY AVENUE,11208,PINK,PINK,5,
4510,,11258 LORING AVENUE,11208,PINK,PINK,5,
4510,,11260 LORING AVENUE,11208,PINK,PINK,5,
4510,,11306 LORING AVENUE,11208,PINK,PINK,5,
4510,,11308 LORING AVENUE,11208,PINK,PINK,5,
4510,,11259 STANLEY AVENUE,11208,PINK,PINK,,5PLAYGROUND (MANAGED BY NYC
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
4510,,11237 STANLEY AVENUE,11208,PINK,PINK,5,
4510,,11239 STANLEY AVENUE,11208,PINK,PINK,5,
4594,64955 RUTLAND ROAD,,11212,RUTLAND TOWERS,REID APARTMENTS,17BOILER/ LAUNDRY ROOM,
4609,13140 EAST 91ST STREET,,11212,FHA REPOSSESSED HOUSES,BAISLEY PARK,17,
,,,,(GROUP IX),,,
4609,13140 EAST 91ST STREET,,11212,FHA REPOSSESSED HOUSES,BAISLEY PARK,17,
,,,,(GROUP IX),,,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,365
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
4652,451145 LENOX ROAD,,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17BOILER,
4671,,71142 LENOX ROAD,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17BOILER,
4672,,11144 LENOX ROAD,11212,LENOX ROAD-ROCKAWAY PARKWAY,REID APARTMENTS,17BOILER,
4795,16720 EAST NEW YORK AVENUE,,11203,REID APARTMENTS,REID APARTMENTS,,9SENIOR CENTER
4795,16722 EAST NEW YORK AVENUE,,11203,REID APARTMENTS,REID APARTMENTS,9,
4795,16726 EAST NEW YORK AVENUE,,11203,REID APARTMENTS,REID APARTMENTS,9,
4795,16728 EAST NEW YORK AVENUE,,11203,REID APARTMENTS,REID APARTMENTS,,9DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ BOILER/ LAUNDRY ROOM
4795,16730 EAST NEW YORK AVENUE,,11203,REID APARTMENTS,REID APARTMENTS,9,
4795,16681 MAPLE STREET,,11203,REID APARTMENTS,REID APARTMENTS,9,
4818,25726 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,26728 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,27730 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,28732 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,29736 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,30738 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,31740 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,33742 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,133 746 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,134 748 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,135 750 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
4818,136 752 FENIMORE STREET,,11203,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
6964,,23144 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23146 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13COMMUNITY OPERATIONS SPACE,
,,,,,,,(VACANT)
6964,,23178 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23246 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23222 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23194 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23162 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13ROOFTOP LEASE LOCATION,
6964,,23112 BAYVIEW AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23225 NEPTUNE AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,23201 NEPTUNE AVENUE,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22771 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22793 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22729 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22757 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13DAY CARE CENTER,
6964,,22719 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13BOILER,
6964,,22721 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13LAUNDRY ROOM,
6964,,22737 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22749 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22703 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
6964,,22673 WEST 33RD STREET,11224,GRAVESEND,O'DWYER GARDENS,13,
7007,,12820 WEST 32ND STREET,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13PLASTERERS SHOP,
7007,,12822 WEST 32ND STREET,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13,
7007,,12832 WEST 32ND STREET,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7007,,12839 WEST 33RD STREET,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13BOILER/ ROOFTOP LEASE LOCATION,
7007,,12841 WEST 33RD STREET,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13GLAZIERS SHOP,
7015,152824 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7015,152832 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13BOILER,
7015,152834 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7015,152836 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7015,152840 WEST 23RD STREET,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13PSA #1 PARKING LOT,
7015,152850 WEST 23RD STREET,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13PSA #1 PARKING LOT,
7015,302860 WEST 23RD STREET,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13PSA #1 PRECINCT HOUSE (PRIMARY,
,,,,,,,ADDRESS)/ BOILER
7015,402301 MERMAID AVENUE,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13,
7015,402880 WEST 23RD STREET,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13,
7015,402890 WEST 23RD STREET,,11224,POLICE SERVICE AREA #1,NYPD HOUSING BUREAU,13,
7046,222950 WEST 35TH STREET,,11224,CONEY ISLAND I (SITE 8),O'DWYER GARDENS,13COMMUNITY ROOM/ NORC/ BOILER,
7046,222950 WEST 35TH STREET,,11224,CONEY ISLAND I (SITE 8),O'DWYER GARDENS,13,
7047,143309 SURF AVENUE,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13CARPENTERS SHOP,
7047,143311 SURF AVENUE,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7047,142950 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7047,142952 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7047,142940 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13GLAZIERS SHOP/ X-SHOP,
7047,142942 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,366
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
7047,142916 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7047,142971 WEST 35TH STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7048,152976 WEST 32ND STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7048,152975 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13EXTERMINATOR SHOP/PAINT SHOP/,
,,,,,,,CONTRACTOR SHOP A AND B/
,,,,,,,PLASTERERS SHOP
7048,152977 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7048,152935 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13GROUNDS SHOP,
7048,152937 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7048,152945 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13COMMUNITY CENTER,
7048,152951 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13MAINTENANCE AND ELEVATOR SHOP,
,,,,,,,AND STOREROOM/ PLUMBERS SHOP
7048,152953 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7048,152959 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE/ BOILER
7048,152963 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13,
7048,152965 WEST 33RD STREET,,11224,O'DWYER GARDENS,O'DWYER GARDENS,13GARAGE,
7049,152960 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13CONTRACT ADMINISTRATION FIELD,
,,,,,,,OFFICE/ LAUNDRY ROOM
7049,152962 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13PAINT SHOP,
7049,152950 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13,
7049,152952 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13,
7049,152940 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE/ BOILER
7049,152942 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13,
7049,152946 WEST 31ST STREET,,11224,SURFSIDE GARDENS,SURFSIDE GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7053,122926 WEST 25TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,122928 WEST 25TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13GROUNDS SHOP,
7053,122926 WEST 25TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,122930 WEST 25TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13PLASTERERS SHOP/ PLUMBERS,
,,,,,,,SHOP
7053,122932 WEST 25TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13GLAZIERS SHOP,
7053,132925 WEST 27TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13BOILER,
7053,142943 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,142945 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,142947 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13COMMUNITY OPERATIONS SPACE,
,,,,,,,(VACANT)
7053,142949 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,142923 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,142925 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13,
7053,142927 WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13BULK (STOVE ROOM),
7053,142923GAR WEST 28TH STREET,,11224,CONEY ISLAND I (SITES 4 & 5),SURFSIDE GARDENS,13GARAGE,
7056,142315 SURF AVENUE,,11224,CAREY GARDENS,CAREY GARDENS,13COMMUNITY CENTER,
7056,142936 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13CARPENTERS SHOP,
7056,142946 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13PLUMBERS SHOP/ X-MAINTENANCE,
,,,,,,,SHOP
7056,142948 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7056,142950 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7056,142964 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13DAY CARE CENTER,
7056,142953 WEST 24TH STREET,,11224,CAREY GARDENS,CAREY GARDENS,13,
7056,142955 WEST 24TH STREET,,11224,CAREY GARDENS,CAREY GARDENS,13DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE/ BOILER
7057,12,,11224,CAREY GARDENS,CAREY GARDENS,13GARAGE,
7057,122931 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13DEVELOPMENT MAINTENANCE,
,,,,,,,OFFICE
7057,122945 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13BULK STOREROOM/ STORAGE ROOM,
7057,122947 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13EXTERMINATOR SHOP/ PAINT SHOP/,
,,,,,,,PLASTERERS SHOP
7057,122949 WEST 23RD STREET,,11224,CAREY GARDENS,CAREY GARDENS,13BRICKLAYERS SHOP/ CARPENTERS,
,,,,,,,SHOP/ GLAZIERS SHOP
7059,262007 SURF AVENUE,,11224,CONEY ISLAND I (SITE 1B),CAREY GARDENS,13BROOKLYN/QUEENS/ STATEN,
,,,,,,,ISLAND CONTRACT UNIT -
,,,,,,,BROOKLYN SOUTH/ BOILER
7067,,13110 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13DEVELOPMENT MAINTENANCE,
,,,,,,,OFFICE
7067,,13030 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13TENANT MEETING ROOM,
7067,,13100 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13X-SHOP,
7067,,13020 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13BOILER,
7067,,13002 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13BRICKLAYERS SHOP/ CARPENTERS,
,,,,,,,SHOP/ GLAZIERS SHOP
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,367
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
7067,,13026 SURF AVENUE,11224,CONEY ISLAND,SURFSIDE GARDENS,13NEW BUILDING: SANDY FOR SITE,
,,,,,,,COMPLIANCES
7067,,13028 WEST 29TH STREET,11224,CONEY ISLAND,SURFSIDE GARDENS,13BAG STORAGE ROOM/,
,,,,,,,EXTERMINATOR SHOP
7067,,13025 WEST 32ND STREET,11224,CONEY ISLAND,SURFSIDE GARDENS,13CONTRACTOR PAINT SHOP/ PAINT,
,,,,,,,SHOP/ PLASTERERS SHOP
7070,,12410 SURF AVENUE,11224,HABER,CAREY GARDENS,13LAUNDRY ROOM,
7070,,13040 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13058 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13060 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13018 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13020 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13024 WEST 24TH STREET,11224,HABER,CAREY GARDENS,13SENIOR CENTER,
7070,,13021 WEST 25TH STREET,11224,HABER,CAREY GARDENS,13,
7070,,13031 WEST 25TH STREET,11224,HABER,CAREY GARDENS,13BOILER,
7070,,13033 WEST 25TH STREET,11224,HABER,CAREY GARDENS,13,
7137,,130 AVENUE V,11223,MARLBORO,MARLBORO,13,
7137,,118 AVENUE V,11223,MARLBORO,MARLBORO,13,
7137,,129 AVENUE W,11223,MARLBORO,MARLBORO,13,
7137,,163 AVENUE W,11223,MARLBORO,MARLBORO,13ROOFTOP LEASE LOCATION,
7137,,117 AVENUE W,11223,MARLBORO,MARLBORO,13,
7137,,149 AVENUE W,11223,MARLBORO,MARLBORO,13DAY CARE CENTER,
7137,,161 AVENUE W,11223,MARLBORO,MARLBORO,13,
7137,,12227 STILLWELL AVENUE,11223,MARLBORO,MARLBORO,13,
7137,,12249 STILLWELL AVENUE,11223,MARLBORO,MARLBORO,13STORAGE ROOM,
7137,,12271 STILLWELL AVENUE,11223,MARLBORO,MARLBORO,13,
7137,,12218 WEST 11TH STREET,11223,MARLBORO,MARLBORO,13BROOKLYN SOUTH/ STATEN ISLAND,
,,,,,,,DISTRICT STOREROOM
7137,,12220 WEST 11TH STREET,11223,MARLBORO,MARLBORO,13ELEVATOR SHOP/ BRICKLAYERS,
,,,,,,,SHOP/ STORAGE ROOM
7137,,12250 WEST 11TH STREET,11223,MARLBORO,MARLBORO,13,
7140,162740 86TH STREET,,11223,MARLBORO,MARLBORO,13DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
7140,162768 86TH STREET,,11223,MARLBORO,MARLBORO,13MAINTENANCE OFFICE,
7140,162770 86TH STREET,,11223,MARLBORO,MARLBORO,13MAINTENANCE SHOP,
7140,162790 86TH STREET,,11223,MARLBORO,MARLBORO,13JANITORIAL AND BULK STORAGE/,
,,,,,,,PLASTERER/ NYCHA AND
,,,,,,,CONTRACTOR PAINT SHOP/
,,,,,,,EXTERMINATOR SHOP
7140,162800 86TH STREET,,11223,MARLBORO,MARLBORO,13CARPENTERS SHOP/ X-SHOP/,
,,,,,,,GARDEN SHOP
7140,162780 86TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162738 86TH STREET,,11223,MARLBORO,MARLBORO,13BOILER,
7140,162742 86TH STREET,,11223,MARLBORO,MARLBORO,13GARAGE,
7140,16127 AVENUE X,,11223,MARLBORO,MARLBORO,13,
7140,16105 AVENUE X,,11223,MARLBORO,MARLBORO,13,
7140,162257 WEST 11TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162295 WEST 11TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162331 WEST 11TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162369 WEST 11TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162292 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13GLAZIERS SHOP/ STORAGE ROOM/,
,,,,,,,CCTV ROOM
7140,162294 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162298 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13COMMUNITY CENTER/ SENIOR,
,,,,,,,CENTER
7140,162304 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13LAUNDRY ROOM/ PLUMBERS SHOP,
7140,162328 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162326 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162336 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13,
7140,162352 WEST 8TH STREET,,11223,MARLBORO,MARLBORO,13,
7387,,12954 AVENUE V,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15PLAYGROUND (MANAGED BY NYC,
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
7387,,12932 AVENUE V,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12986 AVENUE V,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12935 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12937 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12975 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12977 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12957 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12953 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12955 AVENUE W,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
7387,,12258 BATCHELDER STREET,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12256 BATCHELDER STREET,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12238 BATCHELDER STREET,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,368
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
7387,,12236 BATCHELDER STREET,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,12218 BATCHELDER STREET,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,13595 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15MAINTENANCE SHOP/,
,,,,,,,DEVELOPMENT STOREROOM
7387,,13573 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,13575 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,13571 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15SKILLED TRADES OFFICE/,
,,,,,,,CARPENTERS SHOP
7387,,13525 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15COMMUNITY OPERATIONS SPACE,
7387,,13527 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,13549 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7387,,13551 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15BRICKLAYERS SHOP/ PLUMBERS,
,,,,,,,SHOP
7387,,13547 NOSTRAND AVENUE,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7389,,13004 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13022 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13024 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13042 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13044 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13062 AVENUE V,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13041 AVENUE W,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13043 AVENUE W,11229,NOSTRAND,SHEEPSHEAD BAY,15DAY CARE CENTER,
7389,,13045 AVENUE W,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13021 AVENUE W,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,13019 AVENUE W,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12263 BATCHELDER STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12241 BATCHELDER STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12273 BATCHELDER STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15BOILER,
7389,,12231 BATCHELDER STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12232 BRAGG STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12242 BRAGG STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15,
7389,,12264 BRAGG STREET,11229,NOSTRAND,SHEEPSHEAD BAY,15STAFF DEVELOPMENT TRAINING,
,,,,,,,CENTER
7405,10012978 AVENUE W,,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7405,10012976 AVENUE W,,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
7405,10012938 AVENUE W,,11229,SHEEPSHEAD BAY,SHEEPSHEAD BAY,15,
