Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/22  12:00:00,46.2834712095,3.96121715823,4.1277159335,0.0,9.17985065927,26.9147,50.4151956188,0.0,41.7485,8.66669561881
 09/22  13:00:00,37.359869152,3.96121715823,2.75673501554,0.0,9.17985065927,19.4245,40.9044580982,0.0,33.3988,7.50565809816
 09/22  14:00:00,35.5256653865,3.96121715823,0.922013128389,0.0,9.17985065927,19.4245,31.3964138463,0.0,25.0491,6.3473138463
 09/22  15:00:00,35.1697090652,3.96121715823,0.566154615796,0.0,9.17985065927,19.4245,39.7460381583,0.0,33.3988,6.34723815832
 09/22  16:00:00,43.5982535432,3.96121715823,1.50436605373,0.0,9.17985065927,26.9147,57.0223215642,0.0,50.0982,6.9241215642
 09/22  17:00:00,44.192704615,3.96121715823,2.10487233111,0.0,9.17985065927,26.9147,58.7653021792,0.0,50.0982,8.66710217918
 09/22  18:00:00,45.8481307087,3.96121715823,2.73104638445,0.0,9.17985065927,26.9147,61.6817875642,0.0,50.0982,11.5835875642
 09/22  19:00:00,39.8998458074,3.96121715823,1.15396030223,0.0,9.17985065927,19.4245,46.1505334803,0.0,33.3988,12.7517334803
 09/22  20:00:00,39.5265424174,3.96121715823,0.787819138138,0.0,9.17985065927,19.4245,43.8156600655,0.0,33.3988,10.4168600655
 09/22  21:00:00,38.8381172017,3.96121715823,0.14919420697,0.0,9.17985065927,19.4245,37.2120598803,0.0,25.0491,12.1629598803
 09/22  22:00:00,38.6794867284,3.96121715823,0.0,0.0,9.17985065927,19.4245,26.0151883575,0.065552867976,16.6994,9.25023548954
 09/22  23:00:00,39.4266081962,3.96121715823,0.0,0.0,9.17985065927,19.4245,14.2215501813,0.104331234916,8.3497,5.76751894641
 09/22  24:00:00,22.7000022626,3.96121715823,0.0,0.0,4.58992532963,8.1892,11.1354578145,3.75660951471,3.33988,4.03896829978
 09/23  01:00:00,14.9159141876,0.0,0.0,0.0,1.52997510988,7.4902,3.9319756575,0.0,3.33988,0.592095657496
 09/23  02:00:00,14.9419054819,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/23  03:00:00,14.9469729083,0.0,0.0,0.0,1.52997510988,7.4902,3.93194466006,0.0,3.33988,0.592064660058
 09/23  04:00:00,15.1011944859,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/23  05:00:00,22.7926928777,3.96121715823,0.0,0.0,4.58992532963,8.1892,27.9108623906,18.9690918169,8.3497,0.592070573652
 09/23  06:00:00,37.6815032819,3.96121715823,0.0225976420907,0.0,9.17985065927,19.4245,35.8306968199,15.6697033307,16.6994,3.46159348914
 09/23  07:00:00,41.9499072068,3.96121715823,0.0102730540908,0.0,9.17985065927,26.9147,32.9028301802,4.96562720109,25.0491,2.88810297909
 09/23  08:00:00,41.9646991602,3.96121715823,0.00169566575014,0.0,9.17985065927,26.9147,37.9987356833,1.13754293635,33.3988,3.46239274693
 09/23  09:00:00,34.5065177932,3.96121715823,0.00286672380726,0.0,9.17985065927,19.4245,36.0585351368,0.0150021896645,25.0491,10.9944329471
 09/23  10:00:00,42.0286487338,3.96121715823,0.00845374412936,0.0,9.17985065927,26.9147,51.5774877305,0.0,41.7485,9.82898773045
 09/23  11:00:00,43.3024127418,3.96121715823,0.547082340007,0.0,9.17985065927,26.9147,52.1645335153,0.0,41.7485,10.4160335153
 09/23  12:00:00,43.2127762374,3.96121715823,1.107727891,0.0,9.17985065927,26.9147,52.7436075868,0.0,41.7485,10.9951075868
 09/23  13:00:00,35.4782615687,3.96121715823,0.893410748149,0.0,9.17985065927,19.4245,42.6496354374,0.0,33.3988,9.2508354374
 09/23  14:00:00,35.1805166477,3.96121715823,0.586277176642,0.0,9.17985065927,19.4245,33.7164061984,0.0,25.0491,8.66730619839
 09/23  15:00:00,35.1739550286,3.96121715823,0.591580875456,0.0,9.17985065927,19.4245,42.0645780754,0.0,33.3988,8.66577807537
 09/23  16:00:00,43.3378075411,3.96121715823,1.34236718108,0.0,9.17985065927,26.9147,57.6052116364,0.0,50.0982,7.50701163637
 09/23  17:00:00,43.3679500096,3.96121715823,1.37751120129,0.0,9.17985065927,26.9147,58.7658433598,0.0,50.0982,8.66764335979
 09/23  18:00:00,44.7514222005,3.96121715823,1.71062025383,0.0,9.17985065927,26.9147,61.6829257595,0.0,50.0982,11.5847257595
 09/23  19:00:00,39.7770353377,3.96121715823,0.899009241116,0.0,9.17985065927,19.4245,45.560547186,0.0,33.3988,12.161747186
 09/23  20:00:00,39.0365037816,3.96121715823,0.183293231985,0.0,9.17985065927,19.4245,43.8150259177,0.0,33.3988,10.4162259177
 09/23  21:00:00,38.7574273333,3.96121715823,0.0,0.0,9.17985065927,19.4245,36.6788363979,0.0455957146866,25.0491,11.5841406832
 09/23  22:00:00,38.6192422967,3.96121715823,0.0,0.0,9.17985065927,19.4245,25.4536716863,0.0873242179786,16.6994,8.6669474683
 09/23  23:00:00,39.3630285471,3.96121715823,0.0,0.0,9.17985065927,19.4245,19.30177395,4.02791662129,8.3497,6.92415732872
 09/23  24:00:00,22.6432813447,3.96121715823,0.0,0.0,4.58992532963,8.1892,24.1399112061,16.7618731732,3.33988,4.03815803287
 09/24  01:00:00,14.856685302,0.0,0.0,0.0,1.52997510988,7.4902,3.93197591314,0.0,3.33988,0.592095913142
 09/24  02:00:00,14.8832057498,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/24  03:00:00,14.8896683765,0.0,0.0,0.0,1.52997510988,7.4902,3.93195969583,0.0,3.33988,0.592079695832
